dataset,auc,real_positive_ap,fake_positive_ap,fake_tpr_at_0_1pct_real_fpr,fake_tpr_at_1pct_real_fpr,real_fpr_at_95pct_fake_tpr,variant
videofeedback,0.6190475356900955,0.6523987137130782,0.5976141058172337,0.014915726306925415,0.02772954003143481,0.7721643220064366,d2_diagonal_raw
comgenvid,0.9209828448271586,0.9266752481468506,0.9179008461510516,0.09075723830734966,0.30957683741648107,0.34187082405345215,d2_source_balanced
genvideo,0.8819817822756818,0.8709639520946786,0.881437983059014,0.11808347472662983,0.2676156173080018,0.4864377116883126,d2_source_balanced
videofeedback,0.8246856150463554,0.8386588091373463,0.7953522482724721,0.03806670205438813,0.06255110062260831,0.5464501755324404,d2_source_balanced
comgenvid,0.8926251605894812,0.8919039192477547,0.8949871760412741,0.04008908685968819,0.3051224944320713,0.47216035634743875,d2_source_balanced_only
genvideo,0.8511022063453693,0.8401292823149354,0.8553890155819058,0.07648163226204055,0.2469729306300143,0.5825793523997571,d2_source_balanced_only
videofeedback,0.7596983264336706,0.7739479937305628,0.7281585481506098,0.014444922549331064,0.019909476344160088,0.6532615691482079,d2_source_balanced_only
comgenvid,0.8926338411019787,0.8920857777409834,0.8957234748887679,0.07405345211581292,0.3051224944320713,0.47216035634743875,d2_source_balanced_raw
genvideo,0.85031037203901,0.8387164307513386,0.8553337111303481,0.08289437896054795,0.25999761425426815,0.5864913097875459,d2_source_balanced_raw
videofeedback,0.7597460663022889,0.773067785105725,0.7292167160368855,0.03126891334672846,0.04313335392994425,0.6559306960553504,d2_source_balanced_raw
comgenvid,0.9177908963745219,0.9223806716901624,0.9153963186839,0.08574610244988864,0.3329621380846325,0.3513363028953229,d2_boot_17
genvideo,0.8845988397041898,0.8739915346267868,0.8837550125340072,0.12314810540402181,0.27543952203312616,0.4803162382160006,d2_boot_17
videofeedback,0.8195945603776154,0.8334650495102085,0.7886793612310433,0.03373648133516385,0.06525916932556947,0.5590942167754966,d2_boot_17
comgenvid,0.8974208337260232,0.8962800308394137,0.9007303139705702,0.07628062360801782,0.3201559020044543,0.4543429844097996,d2_boot_17_only
genvideo,0.857436697254529,0.8464003392732573,0.8616545187312104,0.07380261422981667,0.2301963187906711,0.5705173885139141,d2_boot_17_only
videofeedback,0.7442052726462769,0.7601116179046457,0.7129751410527801,0.011910070653874161,0.0491227281267898,0.6867367090247405,d2_boot_17_only
comgenvid,0.8974347845496797,0.8965005600744774,0.9010260792500836,0.07739420935412027,0.32461024498886415,0.4537861915367484,d2_boot_17_raw
genvideo,0.8566107546677445,0.8448401946680113,0.8611068792393348,0.07149782418378559,0.2379989266053048,0.5746554355526015,d2_boot_17_raw
videofeedback,0.7441140717006113,0.7590905997497124,0.7133364406799964,0.02033922302909674,0.050211608293232075,0.6891464157952206,d2_boot_17_raw
